compound,spacegroup,spacegroup_number,wyckoff_positions,atomic_species,number_of_atoms,cif_path,label
Eu1 In4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Eu1 Mg2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Eu3 Rh1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Eu5 Ga9,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe1 Ge1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Fe1 Na3,P 4/ mbm,127,"8i,2d,8i,8i,8j,4g,2c","['Al', 'F']",40,cifs_linked/mp-555026.cif,TI
Fe1 Na4,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
Fe1 Nb2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Fe1 Ni3,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Fe1 Ni3,Pmmn,59,"2e,2e","['Ag', 'Br']",4,cifs_linked/mp-2034510.cif,TI
Fe1 Np6,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Fe1 Pt1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Fe1 Pu6,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Fe1 Sb2,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Fe1 Se1,Cmme,67,"2g,2g,4n","['Ag', 'Cl', 'O']",8,cifs_linked/mp-1079156.cif,TI
Fe1 Se1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Fe1 Se1,Cmme,67,"2g,2g,4n","['Ag', 'Cl', 'O']",8,cifs_linked/mp-1079156.cif,TI
Fe1 Se1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,TI
Fe1 Se1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Fe1 Se1,Cmme,67,"2g,2g,4n","['Ag', 'Cl', 'O']",8,cifs_linked/mp-1079156.cif,TI
Fe1 Se1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Fe1 Se1,Cmme,67,"2g,2g,4n","['Ag', 'Cl', 'O']",8,cifs_linked/mp-1079156.cif,TI
Fe1 Si2,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Fe1 Si2,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Fe1 Sn1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Fe1 Sn2,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Fe1 Te1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Fe1 Ti1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Fe1 Ti1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Fe1 Ti2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Fe1 Zr2,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Fe1 Zr3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Fe17 Y2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Fe2 Nb1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Fe2 Si1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Fe2 Si1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Fe2 Yb1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Fe2 Zr1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Fe3 Ga4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Fe3 Gd1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Fe3 Pt1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Fe3 Se4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Fe3 Se4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Fe3 Se4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Fe3 Sn2,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Fe3 Th1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Fe3 Th1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Fe7 Mo6,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Fe7 Nb6,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Fe7 Nb6,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Ga1 Ho1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 La1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 La1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 Lu1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 Mn1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Ga1 Mn1,P 4/ mmm,123,"2a,4g,4f,4e,2c","['Al', 'F', 'Tl']",16,cifs_linked/mp-1539038.cif,TI
Ga1 Pr1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 Pr1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 Pt2,Pmma,51,"4i,2f,2d,4j,2e,2e","['Ag', 'Br', 'Hg', 'S']",16,cifs_linked/mp-560067.cif,TI
Ga1 Pt3,P 4/ mbm,127,"8i,2d,8i,8i,8j,4g,2c","['Al', 'F']",40,cifs_linked/mp-555026.cif,TI
Ga1 Sc1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 Tb1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 Tm1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ga1 Zr1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Ga2 Gd1,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ga2 Gd3,P 4 2 / mnm,136,"4f,4g","['B', 'N']",8,cifs_linked/mp-13151.cif,TI
Ga2 Hf1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Ga2 Mg1,Pbam,55,"4h,8i,4g,4g,8i,4g","['Ag', 'As', 'Hg', 'O']",32,cifs_linked/mp-558188.cif,TI
Ga2 Mg5,Ibam,72,"2b,4j,2c","['Ag', 'N']",8,cifs_linked/mp-2247.cif,TI
Ga2 Nd1,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ga2 Pd5,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ga2 Sc1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ga2 Sc1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ga2 Sc3,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ga2 Sr1,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ga2 Te3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Ga2 Th1,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Ga2 Th1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Ga2 Ti1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Ga2 Zr1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ga2 Zr3,P 4/ mbm,127,"8i,2d,8i,8i,8j,4g,2c","['Al', 'F']",40,cifs_linked/mp-555026.cif,TI
Ga3 La5,P 4/ ncc,130,"4b,4c,8f,16g,4c,16g","['Al', 'Mo', 'O', 'P']",52,cifs_linked/mp-557607.cif,TI
Ga3 Pr5,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ga3 Sc5,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Ga3 Ta5,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ga3 Tb1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ga3 Ti2,P 4/ m,83,"4k,1d,4j,1a,4j,2e,4j,4k,1b","['Ba', 'Ca', 'O', 'Zr']",25,cifs_linked/mp-1228072.cif,TI
Ga3 Zr1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,TI
Ga4 Pu1,Imma,74,"2a,2d,4i,4h","['Ag', 'As', 'Br']",12,cifs_linked/mp-2646989.cif,TI
Ga4 Yb1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Ga4 Yb1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Ga5 Ir3,P -4 n 2,118,"4f,2a,4g,2b,4h,4e,8i,8i,2d,2c","['Ba', 'Na', 'O', 'Sb', 'Sr']",40,cifs_linked/mp-1228577.cif,TI
Ga5 Lu3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ga5 Pt1,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,TI
Ga5 Rh3,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,TI
Ga6 Gd1,P 4/ nbm,125,"2a,2d,2c,8m","['Al', 'Ba', 'Te']",14,cifs_linked/mp-28505.cif,TI
Ga6 Pu1,P 4/ nbm,125,"2a,2d,2c,8m","['Al', 'Ba', 'Te']",14,cifs_linked/mp-28505.cif,TI
Ga7 Rb1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Ga7 Rb1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Gd1 Ge1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Ge1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Ge5,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Gd1 Ir2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Gd1 Mg2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,TI
Gd1 Mg3,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Gd1 Ni1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Ni1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Gd1 Ni1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Pd1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Pd1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Pt1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Gd1 Pt3,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Gd1 Se1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Gd1 Se2,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Gd1 Si5,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
Gd1 Sn2,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Te1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Gd1 Te2,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,TI
Gd1 Te3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd1 Th1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Gd1 Zn5,P 6/ mmm,191,"1a,2e","['Au', 'C']",3,cifs_linked/mp-1214766.cif,TI
Gd2 Ni7,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,TI
Gd2 Se3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Gd3 Ge4,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Gd3 Pt1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Gd3 Sn7,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Gd5 Ir2,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,TI
Gd5 Si4,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge1 Hf2,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ge1 Mn2,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,TI
Ge1 Nb3,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ge1 Nb3,P 4 2 / n,86,"2a,2b,8g,8g,8g","['Ag', 'O', 'Sb']",28,cifs_linked/mp-1215022.cif,TI
Ge1 Nd1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge1 Ni1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge1 Ni1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,TI
Ge1 Ni2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge1 Ni3,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ge1 Pd1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge1 Pt1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge1 Pt3,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ge1 Rh2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge1 Sr1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge1 Ta3,P 4 2 / n,86,"2a,2b,8g,8g,8g","['Ag', 'O', 'Sb']",28,cifs_linked/mp-1215022.cif,TI
Ge1 Ta3,P 4 2 / n,86,"2a,2b,8g,8g,8g","['Ag', 'O', 'Sb']",28,cifs_linked/mp-1215022.cif,TI
Ge1 Ta3,I -4,82,"1d,1b,1a,4g","['Ag', 'Hg', 'I']",7,cifs_linked/mp-23485.cif,TI
Ge1 Te1,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,TI
Ge1 Th1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,TI
Ge1 Ti3,I -4,82,"1d,1b,1a,4g","['Ag', 'Hg', 'I']",7,cifs_linked/mp-23485.cif,TI
Ge1 Zr1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge2 Hf1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge2 Hf1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge2 Mo1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge2 Nd1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Ge2 Ni1,Cmce,64,"4e,2a,4f,4d","['Ag', 'Cl', 'Pd']",14,cifs_linked/mp-28557.cif,TI
Ge2 Pt1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,TI
Ge2 Pt3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge2 Pt3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge2 Pu1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,TI
Ge2 Re1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,TI
Ge2 Sr1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,TI
Ge2 Tb1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ge2 Th1,Cmmm,65,"1d,2e,1a,2k,4p","['Ag', 'Sb', 'Te']",10,cifs_linked/mp-1215084.cif,TI
Ge2 Th1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge2 Ti1,Fddd,70,"8h,8h,4g,4f,4g,8h,8h,8h","['Ag', 'H', 'O', 'P']",52,cifs_linked/mp-1195759.cif,TI
Ge2 Zr1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,TI
Ge3 Hf5,P 6 3 / mcm,193,"12j,2b,6g,6g,4d,12k,6g","['Ba', 'Cu', 'Na', 'Te']",48,cifs_linked/mp-569168.cif,TI
Ge3 Pt2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge3 Pt2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge3 Pu1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,TI
Ge3 Sr5,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,TI
Ge3 Ti5,P 6 3 / mcm,193,"12j,2b,6g,6g,4d,12k,6g","['Ba', 'Cu', 'Na', 'Te']",48,cifs_linked/mp-569168.cif,TI
Ge4 Ti5,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,TI
Ge5 Ir4,P -4 c 2,116,"8j,4f,4i,2b,2c","['Ge', 'Os']",20,cifs_linked/mp-510032.cif,TI
Ge5 Nd1,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,TI
